;FIN_FINANCIALCONTRACTID;FIN_SOURCESYSTEM;SEQUENCENUMBER3;BUSINESSPARTNERID2;ISMAINCARD2;CARDSTATUS2;APPLICATIONDATE2;APPROVALDATE2;ISSUEDATE2;DEBITCARDAGREEMENT_1;BUSINESSPARTNER_1
1297;100000772;CARDSYSTEM;1;5772;1;active;18.01.2017;18.01.2017;24.01.2017;100000772;5772
1298;100000773;CARDSYSTEM;1;5773;1;active;02.02.2012;02.02.2012;08.02.2012;100000773;5773
1299;100000774;CARDSYSTEM;1;5774;1;active;24.01.2016;24.01.2016;02.02.2016;100000774;5774
1300;100000775;CARDSYSTEM;1;5775;1;active;23.03.2014;23.03.2014;01.04.2014;100000775;5775
1301;100000776;CARDSYSTEM;1;5776;1;active;23.07.2012;23.07.2012;29.07.2012;100000776;5776
1302;100000777;CARDSYSTEM;1;5777;1;active;11.07.2015;11.07.2015;16.07.2015;100000777;5777
1303;100000778;CARDSYSTEM;1;5778;1;active;07.05.2017;07.05.2017;14.05.2017;100000778;5778
1304;100000779;CARDSYSTEM;1;5779;1;active;22.01.2016;22.01.2016;31.01.2016;100000779;5779
1305;100000780;CARDSYSTEM;1;5780;1;active;21.05.2016;21.05.2016;29.05.2016;100000780;5780
1306;100000781;CARDSYSTEM;1;5781;1;active;28.01.2012;28.01.2012;03.02.2012;100000781;5781
1307;100000782;CARDSYSTEM;1;5782;1;active;31.03.2014;31.03.2014;08.04.2014;100000782;5782
1308;100000783;CARDSYSTEM;1;5783;1;active;16.02.2013;16.02.2013;22.02.2013;100000783;5783
1309;100000784;CARDSYSTEM;1;5784;1;active;31.10.2012;31.10.2012;08.11.2012;100000784;5784
1310;100000785;CARDSYSTEM;1;5785;1;active;04.01.2015;04.01.2015;12.01.2015;100000785;5785
1311;100000786;CARDSYSTEM;1;5786;1;active;07.02.2012;07.02.2012;15.02.2012;100000786;5786
1312;100000787;CARDSYSTEM;1;5787;1;active;02.10.2016;02.10.2016;10.10.2016;100000787;5787
1313;100000788;CARDSYSTEM;1;5788;1;active;17.04.2017;17.04.2017;25.04.2017;100000788;5788
1314;100000789;CARDSYSTEM;1;5789;1;active;16.12.2016;16.12.2016;25.12.2016;100000789;5789
1315;100000790;CARDSYSTEM;1;5790;1;active;22.06.2012;22.06.2012;29.06.2012;100000790;5790
1316;100000791;CARDSYSTEM;1;5791;1;active;19.08.2013;19.08.2013;24.08.2013;100000791;5791
1317;100000792;CARDSYSTEM;1;5792;1;active;12.03.2016;12.03.2016;19.03.2016;100000792;5792
1318;100000001;CARDSYSTEM;1;5001;1;active;16.07.2016;16.07.2016;24.07.2016;100000001;5001
1319;100000002;CARDSYSTEM;1;5002;1;active;15.06.2013;15.06.2013;24.06.2013;100000002;5002
1320;100000003;CARDSYSTEM;1;5003;1;active;02.11.2012;02.11.2012;08.11.2012;100000003;5003
1321;100000004;CARDSYSTEM;1;5004;1;active;26.06.2016;26.06.2016;02.07.2016;100000004;5004
1322;100000005;CARDSYSTEM;1;5005;1;active;15.02.2012;15.02.2012;21.02.2012;100000005;5005
1323;100000006;CARDSYSTEM;1;5006;1;active;25.02.2013;25.02.2013;02.03.2013;100000006;5006
1324;100000007;CARDSYSTEM;1;5007;1;active;05.05.2013;05.05.2013;10.05.2013;100000007;5007
1325;100000008;CARDSYSTEM;1;5008;1;active;12.06.2017;12.06.2017;17.06.2017;100000008;5008
1326;100000009;CARDSYSTEM;1;5009;1;active;05.11.2013;05.11.2013;14.11.2013;100000009;5009
1327;100000010;CARDSYSTEM;1;5010;1;active;29.12.2015;29.12.2015;03.01.2016;100000010;5010
1328;100000011;CARDSYSTEM;1;5011;1;active;05.05.2016;05.05.2016;13.05.2016;100000011;5011
1329;100000012;CARDSYSTEM;1;5012;1;active;29.12.2015;29.12.2015;03.01.2016;100000012;5012
1330;100000013;CARDSYSTEM;1;5013;1;active;30.06.2015;30.06.2015;09.07.2015;100000013;5013
1331;100000014;CARDSYSTEM;1;5014;1;active;02.12.2013;02.12.2013;09.12.2013;100000014;5014
1332;100000015;CARDSYSTEM;1;5015;1;active;28.02.2013;28.02.2013;07.03.2013;100000015;5015
1333;100000016;CARDSYSTEM;1;5016;1;active;12.04.2014;12.04.2014;18.04.2014;100000016;5016
1334;100000017;CARDSYSTEM;1;5017;1;active;13.02.2012;13.02.2012;20.02.2012;100000017;5017
1335;100000018;CARDSYSTEM;1;5018;1;active;28.07.2016;28.07.2016;05.08.2016;100000018;5018
1336;100000019;CARDSYSTEM;1;5019;1;active;26.03.2012;26.03.2012;02.04.2012;100000019;5019
1337;100000020;CARDSYSTEM;1;5020;1;active;29.12.2015;29.12.2015;05.01.2016;100000020;5020
1338;100000021;CARDSYSTEM;1;5021;1;active;23.04.2013;23.04.2013;29.04.2013;100000021;5021
1339;100000022;CARDSYSTEM;1;5022;1;active;18.07.2013;18.07.2013;26.07.2013;100000022;5022
1340;100000023;CARDSYSTEM;1;5023;1;active;08.05.2015;08.05.2015;16.05.2015;100000023;5023
1341;100000024;CARDSYSTEM;1;5024;1;active;11.12.2016;11.12.2016;19.12.2016;100000024;5024
1342;100000025;CARDSYSTEM;1;5025;1;active;27.04.2017;27.04.2017;06.05.2017;100000025;5025
1343;100000026;CARDSYSTEM;1;5026;1;active;24.12.2012;24.12.2012;31.12.2012;100000026;5026
1344;100000027;CARDSYSTEM;1;5027;1;active;20.01.2014;20.01.2014;26.01.2014;100000027;5027
1345;100000028;CARDSYSTEM;1;5028;1;active;14.11.2016;14.11.2016;22.11.2016;100000028;5028
1346;100000029;CARDSYSTEM;1;5029;1;active;19.02.2014;19.02.2014;26.02.2014;100000029;5029
1347;100000030;CARDSYSTEM;1;5030;1;active;31.03.2012;31.03.2012;08.04.2012;100000030;5030
1348;100000031;CARDSYSTEM;1;5031;1;active;29.05.2013;29.05.2013;04.06.2013;100000031;5031
1349;100000032;CARDSYSTEM;1;5032;1;active;21.10.2015;21.10.2015;28.10.2015;100000032;5032
1350;100000033;CARDSYSTEM;1;5033;1;active;20.04.2016;20.04.2016;25.04.2016;100000033;5033
1351;100000034;CARDSYSTEM;1;5034;1;active;03.02.2013;03.02.2013;10.02.2013;100000034;5034
1352;100000035;CARDSYSTEM;1;5035;1;active;21.10.2016;21.10.2016;30.10.2016;100000035;5035
1353;100000036;CARDSYSTEM;1;5036;1;active;12.04.2014;12.04.2014;20.04.2014;100000036;5036
1354;100000037;CARDSYSTEM;1;5037;1;active;06.05.2013;06.05.2013;13.05.2013;100000037;5037
1355;100000038;CARDSYSTEM;1;5038;1;active;12.02.2013;12.02.2013;21.02.2013;100000038;5038
1356;100000039;CARDSYSTEM;1;5039;1;active;17.01.2014;17.01.2014;25.01.2014;100000039;5039
1357;100000040;CARDSYSTEM;1;5040;1;active;18.03.2016;18.03.2016;24.03.2016;100000040;5040
1358;100000041;CARDSYSTEM;1;5041;1;active;06.03.2014;06.03.2014;11.03.2014;100000041;5041
1359;100000042;CARDSYSTEM;1;5042;1;active;01.08.2016;01.08.2016;07.08.2016;100000042;5042
1360;100000043;CARDSYSTEM;1;5043;1;active;16.10.2015;16.10.2015;23.10.2015;100000043;5043
1361;100000044;CARDSYSTEM;1;5044;1;active;18.09.2013;18.09.2013;26.09.2013;100000044;5044
1362;100000045;CARDSYSTEM;1;5045;1;active;26.03.2017;26.03.2017;04.04.2017;100000045;5045
1363;100000046;CARDSYSTEM;1;5046;1;active;16.04.2012;16.04.2012;24.04.2012;100000046;5046
1364;100000047;CARDSYSTEM;1;5047;1;active;19.04.2015;19.04.2015;26.04.2015;100000047;5047
1365;100000048;CARDSYSTEM;1;5048;1;active;09.02.2015;09.02.2015;17.02.2015;100000048;5048
1366;100000049;CARDSYSTEM;1;5049;1;active;17.09.2012;17.09.2012;24.09.2012;100000049;5049
1367;100000050;CARDSYSTEM;1;5050;1;active;23.06.2016;23.06.2016;30.06.2016;100000050;5050
1368;100000051;CARDSYSTEM;1;5051;1;active;09.10.2012;09.10.2012;17.10.2012;100000051;5051
1369;100000052;CARDSYSTEM;1;5052;1;active;01.04.2014;01.04.2014;07.04.2014;100000052;5052
1370;100000053;CARDSYSTEM;1;5053;1;active;07.12.2012;07.12.2012;13.12.2012;100000053;5053
1371;100000054;CARDSYSTEM;1;5054;1;active;16.05.2016;16.05.2016;25.05.2016;100000054;5054
1372;100000055;CARDSYSTEM;1;5055;1;active;12.03.2016;12.03.2016;19.03.2016;100000055;5055
1373;100000056;CARDSYSTEM;1;5056;1;active;20.06.2016;20.06.2016;27.06.2016;100000056;5056
1374;100000057;CARDSYSTEM;1;5057;1;active;13.12.2012;13.12.2012;18.12.2012;100000057;5057
1375;100000058;CARDSYSTEM;1;5058;1;active;11.04.2015;11.04.2015;20.04.2015;100000058;5058
1376;100000059;CARDSYSTEM;1;5059;1;active;04.01.2016;04.01.2016;11.01.2016;100000059;5059
1377;100000060;CARDSYSTEM;1;5060;1;active;13.08.2014;13.08.2014;20.08.2014;100000060;5060
1378;100000061;CARDSYSTEM;1;5061;1;active;04.01.2017;04.01.2017;12.01.2017;100000061;5061
1379;100000062;CARDSYSTEM;1;5062;1;active;03.02.2017;03.02.2017;08.02.2017;100000062;5062
1380;100000063;CARDSYSTEM;1;5063;1;active;24.01.2016;24.01.2016;29.01.2016;100000063;5063
1381;100000064;CARDSYSTEM;1;5064;1;active;03.02.2015;03.02.2015;11.02.2015;100000064;5064
1382;100000065;CARDSYSTEM;1;5065;1;active;16.08.2012;16.08.2012;21.08.2012;100000065;5065
1383;100000066;CARDSYSTEM;1;5066;1;active;19.08.2015;19.08.2015;26.08.2015;100000066;5066
1384;100000067;CARDSYSTEM;1;5067;1;active;06.05.2016;06.05.2016;15.05.2016;100000067;5067
1385;100000068;CARDSYSTEM;1;5068;1;active;03.07.2016;03.07.2016;12.07.2016;100000068;5068
1386;100000069;CARDSYSTEM;1;5069;1;active;06.02.2017;06.02.2017;15.02.2017;100000069;5069
1387;100000070;CARDSYSTEM;1;5070;1;active;14.01.2014;14.01.2014;20.01.2014;100000070;5070
1388;100000071;CARDSYSTEM;1;5071;1;active;16.09.2013;16.09.2013;24.09.2013;100000071;5071
1389;100000072;CARDSYSTEM;1;5072;1;active;28.04.2016;28.04.2016;04.05.2016;100000072;5072
1390;100000073;CARDSYSTEM;1;5073;1;active;06.04.2016;06.04.2016;14.04.2016;100000073;5073
1391;100000074;CARDSYSTEM;1;5074;1;active;25.04.2017;25.04.2017;02.05.2017;100000074;5074
1392;100000075;CARDSYSTEM;1;5075;1;active;06.04.2015;06.04.2015;13.04.2015;100000075;5075
1393;100000076;CARDSYSTEM;1;5076;1;active;24.03.2016;24.03.2016;31.03.2016;100000076;5076
1394;100000077;CARDSYSTEM;1;5077;1;active;29.01.2014;29.01.2014;05.02.2014;100000077;5077
1395;100000078;CARDSYSTEM;1;5078;1;active;07.04.2012;07.04.2012;13.04.2012;100000078;5078
1396;100000079;CARDSYSTEM;1;5079;1;active;26.04.2012;26.04.2012;02.05.2012;100000079;5079
1397;100000080;CARDSYSTEM;1;5080;1;active;01.12.2012;01.12.2012;08.12.2012;100000080;5080
1398;100000081;CARDSYSTEM;1;5081;1;active;15.11.2016;15.11.2016;24.11.2016;100000081;5081
1399;100000082;CARDSYSTEM;1;5082;1;active;14.04.2012;14.04.2012;22.04.2012;100000082;5082
1400;100000083;CARDSYSTEM;1;5083;1;active;27.01.2017;27.01.2017;01.02.2017;100000083;5083
1401;100000084;CARDSYSTEM;1;5084;1;active;03.01.2012;03.01.2012;08.01.2012;100000084;5084
1402;100000085;CARDSYSTEM;1;5085;1;active;16.12.2014;16.12.2014;25.12.2014;100000085;5085
1403;100000086;CARDSYSTEM;1;5086;1;active;11.08.2013;11.08.2013;18.08.2013;100000086;5086
1404;100000087;CARDSYSTEM;1;5087;1;active;11.07.2013;11.07.2013;19.07.2013;100000087;5087
1405;100000088;CARDSYSTEM;1;5088;1;active;17.08.2012;17.08.2012;23.08.2012;100000088;5088
1406;100000089;CARDSYSTEM;1;5089;1;active;08.04.2013;08.04.2013;15.04.2013;100000089;5089
1407;100000090;CARDSYSTEM;1;5090;1;active;11.02.2014;11.02.2014;20.02.2014;100000090;5090
1408;100000091;CARDSYSTEM;1;5091;1;active;08.05.2015;08.05.2015;17.05.2015;100000091;5091
1409;100000092;CARDSYSTEM;1;5092;1;active;14.03.2015;14.03.2015;22.03.2015;100000092;5092
1410;100000093;CARDSYSTEM;1;5093;1;active;05.04.2013;05.04.2013;14.04.2013;100000093;5093
1411;100000094;CARDSYSTEM;1;5094;1;active;30.08.2016;30.08.2016;05.09.2016;100000094;5094
1412;100000095;CARDSYSTEM;1;5095;1;active;27.08.2015;27.08.2015;03.09.2015;100000095;5095
1413;100000096;CARDSYSTEM;1;5096;1;active;06.12.2014;06.12.2014;12.12.2014;100000096;5096
1414;100000097;CARDSYSTEM;1;5097;1;active;27.05.2015;27.05.2015;02.06.2015;100000097;5097
1415;100000098;CARDSYSTEM;1;5098;1;active;11.06.2013;11.06.2013;20.06.2013;100000098;5098
1416;100000099;CARDSYSTEM;1;5099;1;active;04.12.2013;04.12.2013;12.12.2013;100000099;5099
1417;100000100;CARDSYSTEM;1;5100;1;active;06.01.2012;06.01.2012;13.01.2012;100000100;5100
1418;100000101;CARDSYSTEM;1;5101;1;active;11.12.2012;11.12.2012;18.12.2012;100000101;5101
1419;100000102;CARDSYSTEM;1;5102;1;active;10.04.2012;10.04.2012;18.04.2012;100000102;5102
1420;100000103;CARDSYSTEM;1;5103;1;active;05.02.2013;05.02.2013;11.02.2013;100000103;5103
1421;100000104;CARDSYSTEM;1;5104;1;active;14.02.2016;14.02.2016;19.02.2016;100000104;5104
1422;100000105;CARDSYSTEM;1;5105;1;active;05.05.2012;05.05.2012;10.05.2012;100000105;5105
1423;100000106;CARDSYSTEM;1;5106;1;active;11.06.2017;11.06.2017;20.06.2017;100000106;5106
1424;100000107;CARDSYSTEM;1;5107;1;active;15.05.2017;15.05.2017;23.05.2017;100000107;5107
1425;100000108;CARDSYSTEM;1;5108;1;active;06.09.2014;06.09.2014;11.09.2014;100000108;5108
1426;100000109;CARDSYSTEM;1;5109;1;active;14.08.2016;14.08.2016;21.08.2016;100000109;5109
1427;100000110;CARDSYSTEM;1;5110;1;active;31.08.2012;31.08.2012;08.09.2012;100000110;5110
1428;100000111;CARDSYSTEM;1;5111;1;active;12.02.2014;12.02.2014;21.02.2014;100000111;5111
1429;100000112;CARDSYSTEM;1;5112;1;active;25.01.2017;25.01.2017;03.02.2017;100000112;5112
1430;100000113;CARDSYSTEM;1;5113;1;active;15.09.2014;15.09.2014;20.09.2014;100000113;5113
1431;100000114;CARDSYSTEM;1;5114;1;active;23.04.2012;23.04.2012;30.04.2012;100000114;5114
1432;100000115;CARDSYSTEM;1;5115;1;active;10.10.2015;10.10.2015;19.10.2015;100000115;5115
1433;100000116;CARDSYSTEM;1;5116;1;active;16.11.2013;16.11.2013;22.11.2013;100000116;5116
1434;100000117;CARDSYSTEM;1;5117;1;active;14.04.2015;14.04.2015;19.04.2015;100000117;5117
1435;100000118;CARDSYSTEM;1;5118;1;active;12.09.2015;12.09.2015;19.09.2015;100000118;5118
1436;100000119;CARDSYSTEM;1;5119;1;active;24.07.2013;24.07.2013;29.07.2013;100000119;5119
1437;100000120;CARDSYSTEM;1;5120;1;active;12.12.2014;12.12.2014;19.12.2014;100000120;5120
1438;100000121;CARDSYSTEM;1;5121;1;active;30.05.2012;30.05.2012;08.06.2012;100000121;5121
1439;100000122;CARDSYSTEM;1;5122;1;active;17.03.2015;17.03.2015;22.03.2015;100000122;5122
1440;100000123;CARDSYSTEM;1;5123;1;active;06.05.2014;06.05.2014;13.05.2014;100000123;5123
1441;100000124;CARDSYSTEM;1;5124;1;active;26.09.2015;26.09.2015;05.10.2015;100000124;5124
1442;100000125;CARDSYSTEM;1;5125;1;active;22.11.2012;22.11.2012;29.11.2012;100000125;5125
1443;100000126;CARDSYSTEM;1;5126;1;active;27.10.2012;27.10.2012;04.11.2012;100000126;5126
1444;100000127;CARDSYSTEM;1;5127;1;active;05.10.2015;05.10.2015;10.10.2015;100000127;5127
1445;100000128;CARDSYSTEM;1;5128;1;active;13.03.2013;13.03.2013;21.03.2013;100000128;5128
1446;100000129;CARDSYSTEM;1;5129;1;active;09.04.2017;09.04.2017;16.04.2017;100000129;5129
1447;100000130;CARDSYSTEM;1;5130;1;active;19.08.2015;19.08.2015;24.08.2015;100000130;5130
1448;100000131;CARDSYSTEM;1;5131;1;active;27.10.2014;27.10.2014;03.11.2014;100000131;5131
1449;100000132;CARDSYSTEM;1;5132;1;active;19.04.2012;19.04.2012;24.04.2012;100000132;5132
1450;100000133;CARDSYSTEM;1;5133;1;active;04.02.2015;04.02.2015;12.02.2015;100000133;5133
1451;100000134;CARDSYSTEM;1;5134;1;active;24.05.2014;24.05.2014;29.05.2014;100000134;5134
1452;100000135;CARDSYSTEM;1;5135;1;active;01.11.2013;01.11.2013;10.11.2013;100000135;5135
1453;100000136;CARDSYSTEM;1;5136;1;active;13.10.2016;13.10.2016;18.10.2016;100000136;5136
1454;100000137;CARDSYSTEM;1;5137;1;active;24.03.2017;24.03.2017;01.04.2017;100000137;5137
1455;100000138;CARDSYSTEM;1;5138;1;active;24.02.2016;24.02.2016;29.02.2016;100000138;5138
1456;100000139;CARDSYSTEM;1;5139;1;active;03.07.2015;03.07.2015;12.07.2015;100000139;5139
1457;100000140;CARDSYSTEM;1;5140;1;active;14.09.2012;14.09.2012;20.09.2012;100000140;5140
1458;100000141;CARDSYSTEM;1;5141;1;active;05.09.2013;05.09.2013;13.09.2013;100000141;5141
1459;100000142;CARDSYSTEM;1;5142;1;active;23.08.2016;23.08.2016;31.08.2016;100000142;5142
1460;100000143;CARDSYSTEM;1;5143;1;active;08.06.2014;08.06.2014;14.06.2014;100000143;5143
1461;100000144;CARDSYSTEM;1;5144;1;active;26.12.2015;26.12.2015;03.01.2016;100000144;5144
1462;100000145;CARDSYSTEM;1;5145;1;active;29.10.2014;29.10.2014;04.11.2014;100000145;5145
1463;100000146;CARDSYSTEM;1;5146;1;active;20.12.2015;20.12.2015;25.12.2015;100000146;5146
1464;100000147;CARDSYSTEM;1;5147;1;active;15.11.2013;15.11.2013;24.11.2013;100000147;5147
1465;100000148;CARDSYSTEM;1;5148;1;active;16.03.2012;16.03.2012;21.03.2012;100000148;5148
1466;100000149;CARDSYSTEM;1;5149;1;active;13.09.2015;13.09.2015;20.09.2015;100000149;5149
1467;100000150;CARDSYSTEM;1;5150;1;active;21.05.2014;21.05.2014;30.05.2014;100000150;5150
1468;100000151;CARDSYSTEM;1;5151;1;active;08.05.2012;08.05.2012;14.05.2012;100000151;5151
1469;100000152;CARDSYSTEM;1;5152;1;active;01.06.2016;01.06.2016;09.06.2016;100000152;5152
1470;100000153;CARDSYSTEM;1;5153;1;active;10.10.2015;10.10.2015;19.10.2015;100000153;5153
1471;100000154;CARDSYSTEM;1;5154;1;active;18.09.2013;18.09.2013;23.09.2013;100000154;5154
1472;100000155;CARDSYSTEM;1;5155;1;active;04.12.2013;04.12.2013;09.12.2013;100000155;5155
1473;100000156;CARDSYSTEM;1;5156;1;active;16.08.2016;16.08.2016;24.08.2016;100000156;5156
1474;100000157;CARDSYSTEM;1;5157;1;active;22.01.2017;22.01.2017;29.01.2017;100000157;5157
1475;100000158;CARDSYSTEM;1;5158;1;active;01.03.2016;01.03.2016;09.03.2016;100000158;5158
1476;100000159;CARDSYSTEM;1;5159;1;active;13.01.2013;13.01.2013;22.01.2013;100000159;5159
1477;100000160;CARDSYSTEM;1;5160;1;active;24.02.2015;24.02.2015;05.03.2015;100000160;5160
1478;100000161;CARDSYSTEM;1;5161;1;active;10.05.2017;10.05.2017;15.05.2017;100000161;5161
1479;100000162;CARDSYSTEM;1;5162;1;active;26.02.2012;26.02.2012;04.03.2012;100000162;5162
1480;100000163;CARDSYSTEM;1;5163;1;active;06.04.2012;06.04.2012;13.04.2012;100000163;5163
1481;100000164;CARDSYSTEM;1;5164;1;active;12.02.2016;12.02.2016;21.02.2016;100000164;5164
1482;100000165;CARDSYSTEM;1;5165;1;active;25.08.2014;25.08.2014;03.09.2014;100000165;5165
1483;100000166;CARDSYSTEM;1;5166;1;active;07.12.2012;07.12.2012;15.12.2012;100000166;5166
1484;100000167;CARDSYSTEM;1;5167;1;active;25.07.2013;25.07.2013;31.07.2013;100000167;5167
1485;100000168;CARDSYSTEM;1;5168;1;active;06.06.2016;06.06.2016;12.06.2016;100000168;5168
1486;100000169;CARDSYSTEM;1;5169;1;active;01.12.2012;01.12.2012;10.12.2012;100000169;5169
1487;100000170;CARDSYSTEM;1;5170;1;active;05.07.2014;05.07.2014;10.07.2014;100000170;5170
1488;100000171;CARDSYSTEM;1;5171;1;active;20.02.2017;20.02.2017;28.02.2017;100000171;5171
1489;100000172;CARDSYSTEM;1;5172;1;active;29.04.2015;29.04.2015;04.05.2015;100000172;5172
1490;100000173;CARDSYSTEM;1;5173;1;active;10.03.2012;10.03.2012;16.03.2012;100000173;5173
1491;100000174;CARDSYSTEM;1;5174;1;active;05.09.2015;05.09.2015;13.09.2015;100000174;5174
1492;100000175;CARDSYSTEM;1;5175;1;active;07.03.2014;07.03.2014;14.03.2014;100000175;5175
1493;100000176;CARDSYSTEM;1;5176;1;active;07.09.2015;07.09.2015;13.09.2015;100000176;5176
1494;100000177;CARDSYSTEM;1;5177;1;active;10.05.2014;10.05.2014;15.05.2014;100000177;5177
1495;100000178;CARDSYSTEM;1;5178;1;active;29.12.2016;29.12.2016;03.01.2017;100000178;5178
1496;100000179;CARDSYSTEM;1;5179;1;active;29.03.2016;29.03.2016;03.04.2016;100000179;5179
1497;100000180;CARDSYSTEM;1;5180;1;active;06.03.2017;06.03.2017;14.03.2017;100000180;5180
1498;100000181;CARDSYSTEM;1;5181;1;active;26.11.2014;26.11.2014;01.12.2014;100000181;5181
1499;100000182;CARDSYSTEM;1;5182;1;active;27.05.2015;27.05.2015;03.06.2015;100000182;5182
1500;100000183;CARDSYSTEM;1;5183;1;active;29.01.2017;29.01.2017;07.02.2017;100000183;5183
1501;100000184;CARDSYSTEM;1;5184;1;active;22.01.2014;22.01.2014;27.01.2014;100000184;5184
1502;100000185;CARDSYSTEM;1;5185;1;active;12.03.2014;12.03.2014;18.03.2014;100000185;5185
1503;100000186;CARDSYSTEM;1;5186;1;active;26.01.2014;26.01.2014;02.02.2014;100000186;5186
1504;100000187;CARDSYSTEM;1;5187;1;active;02.05.2014;02.05.2014;09.05.2014;100000187;5187
1505;100000188;CARDSYSTEM;1;5188;1;active;05.08.2012;05.08.2012;12.08.2012;100000188;5188
1506;100000189;CARDSYSTEM;1;5189;1;active;22.03.2013;22.03.2013;27.03.2013;100000189;5189
1507;100000190;CARDSYSTEM;1;5190;1;active;12.01.2012;12.01.2012;19.01.2012;100000190;5190
1508;100000191;CARDSYSTEM;1;5191;1;active;14.10.2014;14.10.2014;19.10.2014;100000191;5191
1509;100000192;CARDSYSTEM;1;5192;1;active;16.09.2012;16.09.2012;23.09.2012;100000192;5192
1510;100000193;CARDSYSTEM;1;5193;1;active;20.01.2013;20.01.2013;28.01.2013;100000193;5193
1511;100000194;CARDSYSTEM;1;5194;1;active;30.09.2013;30.09.2013;07.10.2013;100000194;5194
1512;100000195;CARDSYSTEM;1;5195;1;active;02.09.2014;02.09.2014;10.09.2014;100000195;5195
1513;100000196;CARDSYSTEM;1;5196;1;active;18.06.2013;18.06.2013;26.06.2013;100000196;5196
1514;100000197;CARDSYSTEM;1;5197;1;active;22.05.2015;22.05.2015;31.05.2015;100000197;5197
1515;100000198;CARDSYSTEM;1;5198;1;active;04.01.2015;04.01.2015;12.01.2015;100000198;5198
1516;100000199;CARDSYSTEM;1;5199;1;active;28.11.2012;28.11.2012;07.12.2012;100000199;5199
1517;100000200;CARDSYSTEM;1;5200;1;active;12.06.2013;12.06.2013;21.06.2013;100000200;5200
1518;100000201;CARDSYSTEM;1;5201;1;active;05.05.2015;05.05.2015;13.05.2015;100000201;5201
1519;100000202;CARDSYSTEM;1;5202;1;active;24.06.2015;24.06.2015;03.07.2015;100000202;5202
1520;100000203;CARDSYSTEM;1;5203;1;active;06.03.2012;06.03.2012;14.03.2012;100000203;5203
1521;100000204;CARDSYSTEM;1;5204;1;active;06.02.2015;06.02.2015;11.02.2015;100000204;5204
1522;100000205;CARDSYSTEM;1;5205;1;active;07.03.2016;07.03.2016;16.03.2016;100000205;5205
1523;100000206;CARDSYSTEM;1;5206;1;active;04.02.2013;04.02.2013;11.02.2013;100000206;5206
1524;100000207;CARDSYSTEM;1;5207;1;active;20.12.2012;20.12.2012;28.12.2012;100000207;5207
1525;100000208;CARDSYSTEM;1;5208;1;active;24.08.2014;24.08.2014;31.08.2014;100000208;5208
1526;100000209;CARDSYSTEM;1;5209;1;active;05.08.2013;05.08.2013;13.08.2013;100000209;5209
1527;100000210;CARDSYSTEM;1;5210;1;active;26.12.2016;26.12.2016;02.01.2017;100000210;5210
1528;100000211;CARDSYSTEM;1;5211;1;active;13.11.2013;13.11.2013;20.11.2013;100000211;5211
1529;100000212;CARDSYSTEM;1;5212;1;active;20.11.2014;20.11.2014;25.11.2014;100000212;5212
1530;100000213;CARDSYSTEM;1;5213;1;active;24.08.2012;24.08.2012;31.08.2012;100000213;5213
1531;100000214;CARDSYSTEM;1;5214;1;active;20.01.2014;20.01.2014;26.01.2014;100000214;5214
1532;100000215;CARDSYSTEM;1;5215;1;active;27.05.2014;27.05.2014;01.06.2014;100000215;5215
1533;100000216;CARDSYSTEM;1;5216;1;active;18.03.2016;18.03.2016;23.03.2016;100000216;5216
1534;100000217;CARDSYSTEM;1;5217;1;active;29.01.2012;29.01.2012;07.02.2012;100000217;5217
1535;100000218;CARDSYSTEM;1;5218;1;active;26.11.2012;26.11.2012;05.12.2012;100000218;5218
1536;100000219;CARDSYSTEM;1;5219;1;active;12.05.2014;12.05.2014;19.05.2014;100000219;5219
1537;100000220;CARDSYSTEM;1;5220;1;active;06.02.2016;06.02.2016;11.02.2016;100000220;5220
1538;100000221;CARDSYSTEM;1;5221;1;active;15.06.2014;15.06.2014;22.06.2014;100000221;5221
1539;100000222;CARDSYSTEM;1;5222;1;active;03.08.2013;03.08.2013;09.08.2013;100000222;5222
1540;100000223;CARDSYSTEM;1;5223;1;active;05.06.2016;05.06.2016;12.06.2016;100000223;5223
1541;100000224;CARDSYSTEM;1;5224;1;active;04.04.2017;04.04.2017;12.04.2017;100000224;5224
1542;100000225;CARDSYSTEM;1;5225;1;active;24.12.2015;24.12.2015;29.12.2015;100000225;5225
1543;100000226;CARDSYSTEM;1;5226;1;active;28.09.2014;28.09.2014;07.10.2014;100000226;5226
1544;100000227;CARDSYSTEM;1;5227;1;active;06.03.2014;06.03.2014;14.03.2014;100000227;5227
1545;100000228;CARDSYSTEM;1;5228;1;active;06.06.2014;06.06.2014;15.06.2014;100000228;5228
1546;100000229;CARDSYSTEM;1;5229;1;active;01.05.2017;01.05.2017;06.05.2017;100000229;5229
1547;100000230;CARDSYSTEM;1;5230;1;active;19.09.2013;19.09.2013;25.09.2013;100000230;5230
1548;100000231;CARDSYSTEM;1;5231;1;active;12.02.2017;12.02.2017;21.02.2017;100000231;5231
1549;100000232;CARDSYSTEM;1;5232;1;active;25.09.2013;25.09.2013;30.09.2013;100000232;5232
1550;100000233;CARDSYSTEM;1;5233;1;active;15.06.2017;15.06.2017;24.06.2017;100000233;5233
1551;100000234;CARDSYSTEM;1;5234;1;active;18.02.2014;18.02.2014;23.02.2014;100000234;5234
1552;100000235;CARDSYSTEM;1;5235;1;active;04.07.2013;04.07.2013;11.07.2013;100000235;5235
