;FINANCIALCONTRACTID;SOURCESYSTEM;BUSINESSPARTNERID2;DESCRIPTION;COMPANYROLE;COUNTERPARTYROLE;GOVERNINGLAWCOUNTRY;SIGNINGDATE;BANKINGBOOKORTRADINGBOOK;ASSOCIATEDPROJECT;AGREEDSTARTDATE;CLOSINGDATE;SEGREGATIONTYPE;CURRENCY3;ACCOUNTOPENINGDATE3;BUSINESSPARTNER
1010;100000170;CARDSYSTEM;5170;CardAgreement;CardIssuer;MainCardHolder;US;05.07.2014;Banking;;05.07.2014;;;USD;;
1011;100001547;CARDSYSTEM;6547;CardAgreement;CardIssuer;MainCardHolder;US;25.05.2014;Banking;;25.05.2014;;;USD;;
1012;100001048;CARDSYSTEM;6048;CardAgreement;CardIssuer;MainCardHolder;US;08.06.2016;Banking;;08.06.2016;;;USD;;
1013;100000636;CARDSYSTEM;5636;CardAgreement;CardIssuer;MainCardHolder;US;06.06.2012;Banking;;06.06.2012;;;USD;;
1014;100000171;CARDSYSTEM;5171;CardAgreement;CardIssuer;MainCardHolder;US;20.02.2017;Banking;;20.02.2017;;;USD;;
1015;100000637;CARDSYSTEM;5637;CardAgreement;CardIssuer;MainCardHolder;US;21.03.2014;Banking;;21.03.2014;;;USD;;
1016;100001049;CARDSYSTEM;6049;CardAgreement;CardIssuer;MainCardHolder;US;10.07.2015;Banking;;10.07.2015;;;USD;;
1017;100001548;CARDSYSTEM;6548;CardAgreement;CardIssuer;MainCardHolder;US;06.11.2012;Banking;;06.11.2012;;;USD;;
1018;100000172;CARDSYSTEM;5172;CardAgreement;CardIssuer;MainCardHolder;US;29.04.2015;Banking;;29.04.2015;;;USD;;
1019;100000638;CARDSYSTEM;5638;CardAgreement;CardIssuer;MainCardHolder;US;07.02.2016;Banking;;07.02.2016;;;USD;;
1020;100001050;CARDSYSTEM;6050;CardAgreement;CardIssuer;MainCardHolder;US;29.04.2015;Banking;;29.04.2015;;;USD;;
1021;100000173;CARDSYSTEM;5173;CardAgreement;CardIssuer;MainCardHolder;US;10.03.2012;Banking;;10.03.2012;;;USD;;
1022;100000639;CARDSYSTEM;5639;CardAgreement;CardIssuer;MainCardHolder;US;30.04.2017;Banking;;30.04.2017;;;USD;;
1023;100001549;CARDSYSTEM;6549;CardAgreement;CardIssuer;MainCardHolder;US;22.04.2015;Banking;;22.04.2015;;;USD;;
1024;100001051;CARDSYSTEM;6051;CardAgreement;CardIssuer;MainCardHolder;US;02.09.2013;Banking;;02.09.2013;;;USD;;
1025;100000174;CARDSYSTEM;5174;CardAgreement;CardIssuer;MainCardHolder;US;05.09.2015;Banking;;05.09.2015;;;USD;;
1026;100000640;CARDSYSTEM;5640;CardAgreement;CardIssuer;MainCardHolder;US;23.01.2016;Banking;;23.01.2016;;;USD;;
1027;100001052;CARDSYSTEM;6052;CardAgreement;CardIssuer;MainCardHolder;US;26.06.2016;Banking;;26.06.2016;;;USD;;
1028;100001550;CARDSYSTEM;6550;CardAgreement;CardIssuer;MainCardHolder;US;20.12.2012;Banking;;20.12.2012;;;USD;;
1029;100000175;CARDSYSTEM;5175;CardAgreement;CardIssuer;MainCardHolder;US;07.03.2014;Banking;;07.03.2014;;;USD;;
1030;100000641;CARDSYSTEM;5641;CardAgreement;CardIssuer;MainCardHolder;US;26.09.2012;Banking;;26.09.2012;;;USD;;
1031;100001053;CARDSYSTEM;6053;CardAgreement;CardIssuer;MainCardHolder;US;23.08.2014;Banking;;23.08.2014;;;USD;;
1032;100000176;CARDSYSTEM;5176;CardAgreement;CardIssuer;MainCardHolder;US;07.09.2015;Banking;;07.09.2015;;;USD;;
1033;100000642;CARDSYSTEM;5642;CardAgreement;CardIssuer;MainCardHolder;US;26.02.2013;Banking;;26.02.2013;;;USD;;
1034;100001551;CARDSYSTEM;6551;CardAgreement;CardIssuer;MainCardHolder;US;23.03.2012;Banking;;23.03.2012;;;USD;;
1035;100001054;CARDSYSTEM;6054;CardAgreement;CardIssuer;MainCardHolder;US;04.12.2016;Banking;;04.12.2016;;;USD;;
1036;100000643;CARDSYSTEM;5643;CardAgreement;CardIssuer;MainCardHolder;US;21.07.2013;Banking;;21.07.2013;;;USD;;
1037;100000177;CARDSYSTEM;5177;CardAgreement;CardIssuer;MainCardHolder;US;10.05.2014;Banking;;10.05.2014;;;USD;;
1038;100001055;CARDSYSTEM;6055;CardAgreement;CardIssuer;MainCardHolder;US;13.02.2015;Banking;;13.02.2015;;;USD;;
1039;100001552;CARDSYSTEM;6552;CardAgreement;CardIssuer;MainCardHolder;US;22.02.2017;Banking;;22.02.2017;;;USD;;
1040;100000644;CARDSYSTEM;5644;CardAgreement;CardIssuer;MainCardHolder;US;25.12.2016;Banking;;25.12.2016;;;USD;;
1041;100000178;CARDSYSTEM;5178;CardAgreement;CardIssuer;MainCardHolder;US;29.12.2016;Banking;;29.12.2016;;;USD;;
1042;100001056;CARDSYSTEM;6056;CardAgreement;CardIssuer;MainCardHolder;US;06.07.2012;Banking;;06.07.2012;;;USD;;
1043;100000645;CARDSYSTEM;5645;CardAgreement;CardIssuer;MainCardHolder;US;18.02.2012;Banking;;18.02.2012;;;USD;;
1044;100001553;CARDSYSTEM;6553;CardAgreement;CardIssuer;MainCardHolder;US;26.10.2013;Banking;;26.10.2013;;;USD;;
1045;100000179;CARDSYSTEM;5179;CardAgreement;CardIssuer;MainCardHolder;US;29.03.2016;Banking;;29.03.2016;;;USD;;
1046;100001057;CARDSYSTEM;6057;CardAgreement;CardIssuer;MainCardHolder;US;16.12.2014;Banking;;16.12.2014;;;USD;;
1047;100000646;CARDSYSTEM;5646;CardAgreement;CardIssuer;MainCardHolder;US;22.09.2012;Banking;;22.09.2012;;;USD;;
1048;100001554;CARDSYSTEM;6554;CardAgreement;CardIssuer;MainCardHolder;US;13.06.2016;Banking;;13.06.2016;;;USD;;
1049;100000180;CARDSYSTEM;5180;CardAgreement;CardIssuer;MainCardHolder;US;06.03.2017;Banking;;06.03.2017;;;USD;;
1050;100001058;CARDSYSTEM;6058;CardAgreement;CardIssuer;MainCardHolder;US;07.10.2016;Banking;;07.10.2016;;;USD;;
1051;100000647;CARDSYSTEM;5647;CardAgreement;CardIssuer;MainCardHolder;US;04.09.2015;Banking;;04.09.2015;;;USD;;
1052;100001555;CARDSYSTEM;6555;CardAgreement;CardIssuer;MainCardHolder;US;19.08.2016;Banking;;19.08.2016;;;USD;;
1053;100000181;CARDSYSTEM;5181;CardAgreement;CardIssuer;MainCardHolder;US;26.11.2014;Banking;;26.11.2014;;;USD;;
1054;100001059;CARDSYSTEM;6059;CardAgreement;CardIssuer;MainCardHolder;US;24.07.2013;Banking;;24.07.2013;;;USD;;
1055;100000648;CARDSYSTEM;5648;CardAgreement;CardIssuer;MainCardHolder;US;06.04.2016;Banking;;06.04.2016;;;USD;;
1056;100001556;CARDSYSTEM;6556;CardAgreement;CardIssuer;MainCardHolder;US;07.05.2014;Banking;;07.05.2014;;;USD;;
1057;100000182;CARDSYSTEM;5182;CardAgreement;CardIssuer;MainCardHolder;US;27.05.2015;Banking;;27.05.2015;;;USD;;
1058;100000649;CARDSYSTEM;5649;CardAgreement;CardIssuer;MainCardHolder;US;07.05.2012;Banking;;07.05.2012;;;USD;;
1059;100001060;CARDSYSTEM;6060;CardAgreement;CardIssuer;MainCardHolder;US;03.03.2016;Banking;;03.03.2016;;;USD;;
1060;100001557;CARDSYSTEM;6557;CardAgreement;CardIssuer;MainCardHolder;US;08.04.2015;Banking;;08.04.2015;;;USD;;
1061;100000183;CARDSYSTEM;5183;CardAgreement;CardIssuer;MainCardHolder;US;29.01.2017;Banking;;29.01.2017;;;USD;;
1062;100000650;CARDSYSTEM;5650;CardAgreement;CardIssuer;MainCardHolder;US;08.02.2014;Banking;;08.02.2014;;;USD;;
1063;100001061;CARDSYSTEM;6061;CardAgreement;CardIssuer;MainCardHolder;US;08.01.2014;Banking;;08.01.2014;;;USD;;
1064;100001558;CARDSYSTEM;6558;CardAgreement;CardIssuer;MainCardHolder;US;07.08.2014;Banking;;07.08.2014;;;USD;;
1065;100000184;CARDSYSTEM;5184;CardAgreement;CardIssuer;MainCardHolder;US;22.01.2014;Banking;;22.01.2014;;;USD;;
1066;100000651;CARDSYSTEM;5651;CardAgreement;CardIssuer;MainCardHolder;US;26.02.2017;Banking;;26.02.2017;;;USD;;
1067;100001062;CARDSYSTEM;6062;CardAgreement;CardIssuer;MainCardHolder;US;09.05.2013;Banking;;09.05.2013;;;USD;;
1068;100001559;CARDSYSTEM;6559;CardAgreement;CardIssuer;MainCardHolder;US;14.01.2012;Banking;;14.01.2012;;;USD;;
1069;100000652;CARDSYSTEM;5652;CardAgreement;CardIssuer;MainCardHolder;US;05.08.2016;Banking;;05.08.2016;;;USD;;
1070;100000185;CARDSYSTEM;5185;CardAgreement;CardIssuer;MainCardHolder;US;12.03.2014;Banking;;12.03.2014;;;USD;;
1071;100001063;CARDSYSTEM;6063;CardAgreement;CardIssuer;MainCardHolder;US;17.04.2014;Banking;;17.04.2014;;;USD;;
1072;100001560;CARDSYSTEM;6560;CardAgreement;CardIssuer;MainCardHolder;US;05.10.2013;Banking;;05.10.2013;;;USD;;
1073;100000653;CARDSYSTEM;5653;CardAgreement;CardIssuer;MainCardHolder;US;05.04.2013;Banking;;05.04.2013;;;USD;;
1074;100000186;CARDSYSTEM;5186;CardAgreement;CardIssuer;MainCardHolder;US;26.01.2014;Banking;;26.01.2014;;;USD;;
1075;100001064;CARDSYSTEM;6064;CardAgreement;CardIssuer;MainCardHolder;US;14.05.2014;Banking;;14.05.2014;;;USD;;
1076;100001561;CARDSYSTEM;6561;CardAgreement;CardIssuer;MainCardHolder;US;19.01.2015;Banking;;19.01.2015;;;USD;;
1077;100000654;CARDSYSTEM;5654;CardAgreement;CardIssuer;MainCardHolder;US;08.11.2014;Banking;;08.11.2014;;;USD;;
1078;100000187;CARDSYSTEM;5187;CardAgreement;CardIssuer;MainCardHolder;US;02.05.2014;Banking;;02.05.2014;;;USD;;
1079;100001065;CARDSYSTEM;6065;CardAgreement;CardIssuer;MainCardHolder;US;11.11.2016;Banking;;11.11.2016;;;USD;;
1080;100001562;CARDSYSTEM;6562;CardAgreement;CardIssuer;MainCardHolder;US;10.09.2014;Banking;;10.09.2014;;;USD;;
1081;100000655;CARDSYSTEM;5655;CardAgreement;CardIssuer;MainCardHolder;US;03.01.2014;Banking;;03.01.2014;;;USD;;
1082;100000188;CARDSYSTEM;5188;CardAgreement;CardIssuer;MainCardHolder;US;05.08.2012;Banking;;05.08.2012;;;USD;;
1083;100001066;CARDSYSTEM;6066;CardAgreement;CardIssuer;MainCardHolder;US;14.07.2014;Banking;;14.07.2014;;;USD;;
1084;100000656;CARDSYSTEM;5656;CardAgreement;CardIssuer;MainCardHolder;US;15.01.2015;Banking;;15.01.2015;;;USD;;
1085;100000189;CARDSYSTEM;5189;CardAgreement;CardIssuer;MainCardHolder;US;22.03.2013;Banking;;22.03.2013;;;USD;;
1086;100001067;CARDSYSTEM;6067;CardAgreement;CardIssuer;MainCardHolder;US;05.06.2017;Banking;;05.06.2017;;;USD;;
1087;100000657;CARDSYSTEM;5657;CardAgreement;CardIssuer;MainCardHolder;US;13.08.2013;Banking;;13.08.2013;;;USD;;
1088;100001563;CARDSYSTEM;6563;CardAgreement;CardIssuer;MainCardHolder;US;25.04.2015;Banking;;25.04.2015;;;USD;;
1089;100001068;CARDSYSTEM;6068;CardAgreement;CardIssuer;MainCardHolder;US;17.06.2016;Banking;;17.06.2016;;;USD;;
1090;100000658;CARDSYSTEM;5658;CardAgreement;CardIssuer;MainCardHolder;US;07.12.2014;Banking;;07.12.2014;;;USD;;
1091;100001564;CARDSYSTEM;6564;CardAgreement;CardIssuer;MainCardHolder;US;29.05.2012;Banking;;29.05.2012;;;USD;;
1092;100000190;CARDSYSTEM;5190;CardAgreement;CardIssuer;MainCardHolder;US;12.01.2012;Banking;;12.01.2012;;;USD;;
1093;100001069;CARDSYSTEM;6069;CardAgreement;CardIssuer;MainCardHolder;US;24.06.2015;Banking;;24.06.2015;;;USD;;
1094;100000659;CARDSYSTEM;5659;CardAgreement;CardIssuer;MainCardHolder;US;10.09.2012;Banking;;10.09.2012;;;USD;;
1095;100001565;CARDSYSTEM;6565;CardAgreement;CardIssuer;MainCardHolder;US;10.02.2015;Banking;;10.02.2015;;;USD;;
1096;100000191;CARDSYSTEM;5191;CardAgreement;CardIssuer;MainCardHolder;US;14.10.2014;Banking;;14.10.2014;;;USD;;
1097;100001070;CARDSYSTEM;6070;CardAgreement;CardIssuer;MainCardHolder;US;30.09.2014;Banking;;30.09.2014;;;USD;;
1098;100000660;CARDSYSTEM;5660;CardAgreement;CardIssuer;MainCardHolder;US;06.08.2016;Banking;;06.08.2016;;;USD;;
1099;100001566;CARDSYSTEM;6566;CardAgreement;CardIssuer;MainCardHolder;US;10.11.2012;Banking;;10.11.2012;;;USD;;
1100;100000192;CARDSYSTEM;5192;CardAgreement;CardIssuer;MainCardHolder;US;16.09.2012;Banking;;16.09.2012;;;USD;;
1101;100001071;CARDSYSTEM;6071;CardAgreement;CardIssuer;MainCardHolder;US;08.09.2016;Banking;;08.09.2016;;;USD;;
1102;100000661;CARDSYSTEM;5661;CardAgreement;CardIssuer;MainCardHolder;US;17.08.2015;Banking;;17.08.2015;;;USD;;
1103;100001567;CARDSYSTEM;6567;CardAgreement;CardIssuer;MainCardHolder;US;25.09.2012;Banking;;25.09.2012;;;USD;;
1104;100000193;CARDSYSTEM;5193;CardAgreement;CardIssuer;MainCardHolder;US;20.01.2013;Banking;;20.01.2013;;;USD;;
1105;100001072;CARDSYSTEM;6072;CardAgreement;CardIssuer;MainCardHolder;US;17.12.2013;Banking;;17.12.2013;;;USD;;
1106;100000662;CARDSYSTEM;5662;CardAgreement;CardIssuer;MainCardHolder;US;01.03.2013;Banking;;01.03.2013;;;USD;;
1107;100001568;CARDSYSTEM;6568;CardAgreement;CardIssuer;MainCardHolder;US;28.01.2015;Banking;;28.01.2015;;;USD;;
1108;100001073;CARDSYSTEM;6073;CardAgreement;CardIssuer;MainCardHolder;US;20.05.2012;Banking;;20.05.2012;;;USD;;
1109;100000194;CARDSYSTEM;5194;CardAgreement;CardIssuer;MainCardHolder;US;30.09.2013;Banking;;30.09.2013;;;USD;;
1110;100000663;CARDSYSTEM;5663;CardAgreement;CardIssuer;MainCardHolder;US;15.01.2017;Banking;;15.01.2017;;;USD;;
1111;100001569;CARDSYSTEM;6569;CardAgreement;CardIssuer;MainCardHolder;US;01.02.2012;Banking;;01.02.2012;;;USD;;
1112;100000195;CARDSYSTEM;5195;CardAgreement;CardIssuer;MainCardHolder;US;02.09.2014;Banking;;02.09.2014;;;USD;;
1113;100001074;CARDSYSTEM;6074;CardAgreement;CardIssuer;MainCardHolder;US;06.09.2013;Banking;;06.09.2013;;;USD;;
1114;100001570;CARDSYSTEM;6570;CardAgreement;CardIssuer;MainCardHolder;US;10.09.2014;Banking;;10.09.2014;;;USD;;
1115;100000664;CARDSYSTEM;5664;CardAgreement;CardIssuer;MainCardHolder;US;22.10.2014;Banking;;22.10.2014;;;USD;;
1116;100000196;CARDSYSTEM;5196;CardAgreement;CardIssuer;MainCardHolder;US;18.06.2013;Banking;;18.06.2013;;;USD;;
1117;100001075;CARDSYSTEM;6075;CardAgreement;CardIssuer;MainCardHolder;US;07.01.2015;Banking;;07.01.2015;;;USD;;
1118;100001571;CARDSYSTEM;6571;CardAgreement;CardIssuer;MainCardHolder;US;01.11.2012;Banking;;01.11.2012;;;USD;;
1119;100000665;CARDSYSTEM;5665;CardAgreement;CardIssuer;MainCardHolder;US;01.09.2013;Banking;;01.09.2013;;;USD;;
1120;100000197;CARDSYSTEM;5197;CardAgreement;CardIssuer;MainCardHolder;US;22.05.2015;Banking;;22.05.2015;;;USD;;
1121;100001076;CARDSYSTEM;6076;CardAgreement;CardIssuer;MainCardHolder;US;07.06.2015;Banking;;07.06.2015;;;USD;;
1122;100001572;CARDSYSTEM;6572;CardAgreement;CardIssuer;MainCardHolder;US;09.10.2016;Banking;;09.10.2016;;;USD;;
1123;100000666;CARDSYSTEM;5666;CardAgreement;CardIssuer;MainCardHolder;US;07.06.2012;Banking;;07.06.2012;;;USD;;
1124;100000198;CARDSYSTEM;5198;CardAgreement;CardIssuer;MainCardHolder;US;04.01.2015;Banking;;04.01.2015;;;USD;;
1125;100001077;CARDSYSTEM;6077;CardAgreement;CardIssuer;MainCardHolder;US;13.06.2016;Banking;;13.06.2016;;;USD;;
1126;100001573;CARDSYSTEM;6573;CardAgreement;CardIssuer;MainCardHolder;US;08.11.2013;Banking;;08.11.2013;;;USD;;
1127;100000199;CARDSYSTEM;5199;CardAgreement;CardIssuer;MainCardHolder;US;28.11.2012;Banking;;28.11.2012;;;USD;;
1128;100000667;CARDSYSTEM;5667;CardAgreement;CardIssuer;MainCardHolder;US;17.07.2015;Banking;;17.07.2015;;;USD;;
1129;100001078;CARDSYSTEM;6078;CardAgreement;CardIssuer;MainCardHolder;US;24.07.2013;Banking;;24.07.2013;;;USD;;
1130;100001574;CARDSYSTEM;6574;CardAgreement;CardIssuer;MainCardHolder;US;05.01.2017;Banking;;05.01.2017;;;USD;;
1131;100000200;CARDSYSTEM;5200;CardAgreement;CardIssuer;MainCardHolder;US;12.06.2013;Banking;;12.06.2013;;;USD;;
1132;100001079;CARDSYSTEM;6079;CardAgreement;CardIssuer;MainCardHolder;US;15.08.2014;Banking;;15.08.2014;;;USD;;
1133;100000668;CARDSYSTEM;5668;CardAgreement;CardIssuer;MainCardHolder;US;11.08.2016;Banking;;11.08.2016;;;USD;;
1134;100001575;CARDSYSTEM;6575;CardAgreement;CardIssuer;MainCardHolder;US;15.01.2015;Banking;;15.01.2015;;;USD;;
1135;100000201;CARDSYSTEM;5201;CardAgreement;CardIssuer;MainCardHolder;US;05.05.2015;Banking;;05.05.2015;;;USD;;
1136;100000669;CARDSYSTEM;5669;CardAgreement;CardIssuer;MainCardHolder;US;17.04.2012;Banking;;17.04.2012;;;USD;;
1137;100001080;CARDSYSTEM;6080;CardAgreement;CardIssuer;MainCardHolder;US;24.07.2014;Banking;;24.07.2014;;;USD;;
1138;100001576;CARDSYSTEM;6576;CardAgreement;CardIssuer;MainCardHolder;US;03.03.2016;Banking;;03.03.2016;;;USD;;
1139;100000202;CARDSYSTEM;5202;CardAgreement;CardIssuer;MainCardHolder;US;24.06.2015;Banking;;24.06.2015;;;USD;;
1140;100000670;CARDSYSTEM;5670;CardAgreement;CardIssuer;MainCardHolder;US;24.08.2013;Banking;;24.08.2013;;;USD;;
1141;100001081;CARDSYSTEM;6081;CardAgreement;CardIssuer;MainCardHolder;US;20.03.2016;Banking;;20.03.2016;;;USD;;
1142;100001577;CARDSYSTEM;6577;CardAgreement;CardIssuer;MainCardHolder;US;22.05.2016;Banking;;22.05.2016;;;USD;;
1143;100000203;CARDSYSTEM;5203;CardAgreement;CardIssuer;MainCardHolder;US;06.03.2012;Banking;;06.03.2012;;;USD;;
1144;100000671;CARDSYSTEM;5671;CardAgreement;CardIssuer;MainCardHolder;US;05.04.2016;Banking;;05.04.2016;;;USD;;
1145;100001082;CARDSYSTEM;6082;CardAgreement;CardIssuer;MainCardHolder;US;22.06.2015;Banking;;22.06.2015;;;USD;;
1146;100001578;CARDSYSTEM;6578;CardAgreement;CardIssuer;MainCardHolder;US;20.12.2015;Banking;;20.12.2015;;;USD;;
1147;100000672;CARDSYSTEM;5672;CardAgreement;CardIssuer;MainCardHolder;US;01.11.2013;Banking;;01.11.2013;;;USD;;
1148;100000204;CARDSYSTEM;5204;CardAgreement;CardIssuer;MainCardHolder;US;06.02.2015;Banking;;06.02.2015;;;USD;;
1149;100001083;CARDSYSTEM;6083;CardAgreement;CardIssuer;MainCardHolder;US;07.04.2017;Banking;;07.04.2017;;;USD;;
1150;100001579;CARDSYSTEM;6579;CardAgreement;CardIssuer;MainCardHolder;US;04.12.2015;Banking;;04.12.2015;;;USD;;
1151;100000673;CARDSYSTEM;5673;CardAgreement;CardIssuer;MainCardHolder;US;20.02.2013;Banking;;20.02.2013;;;USD;;
1152;100000205;CARDSYSTEM;5205;CardAgreement;CardIssuer;MainCardHolder;US;07.03.2016;Banking;;07.03.2016;;;USD;;
1153;100001084;CARDSYSTEM;6084;CardAgreement;CardIssuer;MainCardHolder;US;28.03.2016;Banking;;28.03.2016;;;USD;;
1154;100001580;CARDSYSTEM;6580;CardAgreement;CardIssuer;MainCardHolder;US;26.04.2013;Banking;;26.04.2013;;;USD;;
1155;100000674;CARDSYSTEM;5674;CardAgreement;CardIssuer;MainCardHolder;US;25.04.2017;Banking;;25.04.2017;;;USD;;
1156;100001085;CARDSYSTEM;6085;CardAgreement;CardIssuer;MainCardHolder;US;07.09.2016;Banking;;07.09.2016;;;USD;;
1157;100000206;CARDSYSTEM;5206;CardAgreement;CardIssuer;MainCardHolder;US;04.02.2013;Banking;;04.02.2013;;;USD;;
1158;100001581;CARDSYSTEM;6581;CardAgreement;CardIssuer;MainCardHolder;US;23.05.2017;Banking;;23.05.2017;;;USD;;
1159;100000675;CARDSYSTEM;5675;CardAgreement;CardIssuer;MainCardHolder;US;14.07.2016;Banking;;14.07.2016;;;USD;;
1160;100000207;CARDSYSTEM;5207;CardAgreement;CardIssuer;MainCardHolder;US;20.12.2012;Banking;;20.12.2012;;;USD;;
1161;100001086;CARDSYSTEM;6086;CardAgreement;CardIssuer;MainCardHolder;US;13.01.2014;Banking;;13.01.2014;;;USD;;
1162;100000676;CARDSYSTEM;5676;CardAgreement;CardIssuer;MainCardHolder;US;29.08.2012;Banking;;29.08.2012;;;USD;;
1163;100000208;CARDSYSTEM;5208;CardAgreement;CardIssuer;MainCardHolder;US;24.08.2014;Banking;;24.08.2014;;;USD;;
1164;100001087;CARDSYSTEM;6087;CardAgreement;CardIssuer;MainCardHolder;US;26.01.2016;Banking;;26.01.2016;;;USD;;
1165;100000677;CARDSYSTEM;5677;CardAgreement;CardIssuer;MainCardHolder;US;26.02.2016;Banking;;26.02.2016;;;USD;;
1166;100000209;CARDSYSTEM;5209;CardAgreement;CardIssuer;MainCardHolder;US;05.08.2013;Banking;;05.08.2013;;;USD;;
1167;100001088;CARDSYSTEM;6088;CardAgreement;CardIssuer;MainCardHolder;US;26.10.2012;Banking;;26.10.2012;;;USD;;
1168;100000678;CARDSYSTEM;5678;CardAgreement;CardIssuer;MainCardHolder;US;06.04.2017;Banking;;06.04.2017;;;USD;;
1169;100000210;CARDSYSTEM;5210;CardAgreement;CardIssuer;MainCardHolder;US;26.12.2016;Banking;;26.12.2016;;;USD;;
1170;100001089;CARDSYSTEM;6089;CardAgreement;CardIssuer;MainCardHolder;US;18.09.2012;Banking;;18.09.2012;;;USD;;
1171;100000679;CARDSYSTEM;5679;CardAgreement;CardIssuer;MainCardHolder;US;20.09.2013;Banking;;20.09.2013;;;USD;;
1172;100000211;CARDSYSTEM;5211;CardAgreement;CardIssuer;MainCardHolder;US;13.11.2013;Banking;;13.11.2013;;;USD;;
1173;100001090;CARDSYSTEM;6090;CardAgreement;CardIssuer;MainCardHolder;US;12.01.2017;Banking;;12.01.2017;;;USD;;
1174;100000680;CARDSYSTEM;5680;CardAgreement;CardIssuer;MainCardHolder;US;16.04.2017;Banking;;16.04.2017;;;USD;;
1175;100000212;CARDSYSTEM;5212;CardAgreement;CardIssuer;MainCardHolder;US;20.11.2014;Banking;;20.11.2014;;;USD;;
1176;100001091;CARDSYSTEM;6091;CardAgreement;CardIssuer;MainCardHolder;US;25.05.2013;Banking;;25.05.2013;;;USD;;
1177;100000681;CARDSYSTEM;5681;CardAgreement;CardIssuer;MainCardHolder;US;18.12.2012;Banking;;18.12.2012;;;USD;;
1178;100000213;CARDSYSTEM;5213;CardAgreement;CardIssuer;MainCardHolder;US;24.08.2012;Banking;;24.08.2012;;;USD;;
1179;100001092;CARDSYSTEM;6092;CardAgreement;CardIssuer;MainCardHolder;US;31.08.2014;Banking;;31.08.2014;;;USD;;
1180;100000682;CARDSYSTEM;5682;CardAgreement;CardIssuer;MainCardHolder;US;30.03.2012;Banking;;30.03.2012;;;USD;;
1181;100000214;CARDSYSTEM;5214;CardAgreement;CardIssuer;MainCardHolder;US;20.01.2014;Banking;;20.01.2014;;;USD;;
1182;100001093;CARDSYSTEM;6093;CardAgreement;CardIssuer;MainCardHolder;US;01.09.2014;Banking;;01.09.2014;;;USD;;
1183;100000683;CARDSYSTEM;5683;CardAgreement;CardIssuer;MainCardHolder;US;07.08.2012;Banking;;07.08.2012;;;USD;;
1184;100000215;CARDSYSTEM;5215;CardAgreement;CardIssuer;MainCardHolder;US;27.05.2014;Banking;;27.05.2014;;;USD;;
1185;100001094;CARDSYSTEM;6094;CardAgreement;CardIssuer;MainCardHolder;US;31.08.2013;Banking;;31.08.2013;;;USD;;
1186;100000684;CARDSYSTEM;5684;CardAgreement;CardIssuer;MainCardHolder;US;20.10.2013;Banking;;20.10.2013;;;USD;;
1187;100000216;CARDSYSTEM;5216;CardAgreement;CardIssuer;MainCardHolder;US;18.03.2016;Banking;;18.03.2016;;;USD;;
1188;100001095;CARDSYSTEM;6095;CardAgreement;CardIssuer;MainCardHolder;US;07.04.2016;Banking;;07.04.2016;;;USD;;
1189;100000685;CARDSYSTEM;5685;CardAgreement;CardIssuer;MainCardHolder;US;03.03.2015;Banking;;03.03.2015;;;USD;;
1190;100000217;CARDSYSTEM;5217;CardAgreement;CardIssuer;MainCardHolder;US;29.01.2012;Banking;;29.01.2012;;;USD;;
1191;100001096;CARDSYSTEM;6096;CardAgreement;CardIssuer;MainCardHolder;US;30.10.2016;Banking;;30.10.2016;;;USD;;
1192;100000686;CARDSYSTEM;5686;CardAgreement;CardIssuer;MainCardHolder;US;26.06.2014;Banking;;26.06.2014;;;USD;;
1193;100000218;CARDSYSTEM;5218;CardAgreement;CardIssuer;MainCardHolder;US;26.11.2012;Banking;;26.11.2012;;;USD;;
1194;100001097;CARDSYSTEM;6097;CardAgreement;CardIssuer;MainCardHolder;US;01.12.2012;Banking;;01.12.2012;;;USD;;
1195;100000687;CARDSYSTEM;5687;CardAgreement;CardIssuer;MainCardHolder;US;11.09.2016;Banking;;11.09.2016;;;USD;;
1196;100000219;CARDSYSTEM;5219;CardAgreement;CardIssuer;MainCardHolder;US;12.05.2014;Banking;;12.05.2014;;;USD;;
1197;100001098;CARDSYSTEM;6098;CardAgreement;CardIssuer;MainCardHolder;US;08.04.2014;Banking;;08.04.2014;;;USD;;
1198;100000688;CARDSYSTEM;5688;CardAgreement;CardIssuer;MainCardHolder;US;19.06.2014;Banking;;19.06.2014;;;USD;;
1199;100000220;CARDSYSTEM;5220;CardAgreement;CardIssuer;MainCardHolder;US;06.02.2016;Banking;;06.02.2016;;;USD;;
1200;100001099;CARDSYSTEM;6099;CardAgreement;CardIssuer;MainCardHolder;US;09.11.2013;Banking;;09.11.2013;;;USD;;
1201;100000689;CARDSYSTEM;5689;CardAgreement;CardIssuer;MainCardHolder;US;06.07.2016;Banking;;06.07.2016;;;USD;;
1202;100000221;CARDSYSTEM;5221;CardAgreement;CardIssuer;MainCardHolder;US;15.06.2014;Banking;;15.06.2014;;;USD;;
1203;100001100;CARDSYSTEM;6100;CardAgreement;CardIssuer;MainCardHolder;US;22.03.2012;Banking;;22.03.2012;;;USD;;
1204;100000690;CARDSYSTEM;5690;CardAgreement;CardIssuer;MainCardHolder;US;13.07.2015;Banking;;13.07.2015;;;USD;;
1205;100000222;CARDSYSTEM;5222;CardAgreement;CardIssuer;MainCardHolder;US;03.08.2013;Banking;;03.08.2013;;;USD;;
1206;100001101;CARDSYSTEM;6101;CardAgreement;CardIssuer;MainCardHolder;US;12.04.2013;Banking;;12.04.2013;;;USD;;
